name,age,country,policytype,policytier,sumsssured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
Amber Brown,34,India,Life,Premium,5566968,No,2,"Diabetes, Asthma",75154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jeffrey Taylor,30,India,Life,Premium,5315517,Yes,0,None,55812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jared Mcgrath,36,India,Life,Premium,5125985,Yes,3,"Diabetes, Asthma, Thyroid",71763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Megan Brown,28,India,Life,Premium,5302070,Yes,4,"Hypertension, Heart Condition, Asthma, Thyroid",74228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laura Perez,44,India,Life,Premium,5065921,No,3,"Asthma, Heart Condition, Diabetes",73455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jennifer Turner,58,India,Life,Premium,5744021,No,1,Thyroid,83288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hunter Hayes,54,India,Life,Premium,5214403,No,3,"Heart Condition, Asthma, Thyroid",78216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Stone,52,India,Life,Premium,5070218,Yes,3,"Heart Condition, Diabetes, Hypertension",78588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jennifer Bishop,59,India,Life,Premium,5780390,Yes,3,"Heart Condition, Asthma, Thyroid",89596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mr. Douglas Anderson,31,India,Life,Premium,5184174,No,3,"Asthma, Hypertension, Heart Condition",69986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Linda Castaneda,50,India,Life,Premium,5270377,Yes,3,"Diabetes, Hypertension, Thyroid",79055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Luis Chapman,37,India,Life,Premium,5494916,Yes,3,"Asthma, Heart Condition, Diabetes",76928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vanessa Gray,27,India,Life,Premium,5225915,Yes,2,"Hypertension, Thyroid",73162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brittany Smith,42,India,Life,Premium,5249631,No,1,Hypertension,73494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stacy Brown,43,India,Life,Premium,5537787,No,1,Thyroid,77529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sharon Marshall,24,India,Life,Premium,5168234,No,1,Asthma,67187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Samantha Hart,59,India,Life,Premium,5551267,No,4,"Thyroid, Diabetes, Asthma, Heart Condition",83269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catherine Garcia,54,India,Life,Premium,5829096,Yes,0,None,69949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
David Lucas,31,India,Life,Premium,5939863,Yes,4,"Hypertension, Diabetes, Thyroid, Heart Condition",83158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michele Huffman,38,India,Life,Premium,5831380,Yes,2,"Thyroid, Heart Condition",81639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Carol Jordan,60,India,Life,Premium,5550534,No,1,Thyroid,80482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Angela Ayala,48,India,Life,Premium,5868769,Yes,1,Thyroid,85097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Terry Gordon,59,India,Life,Premium,5415078,Yes,3,"Hypertension, Asthma, Diabetes",83933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brittany Allen,50,India,Life,Premium,5957542,No,3,"Heart Condition, Thyroid, Asthma",86384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hailey Freeman,28,India,Life,Premium,5681649,Yes,4,"Thyroid, Diabetes, Hypertension, Heart Condition",79543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Shelley Moreno,22,India,Life,Premium,5712437,Yes,1,Diabetes,77117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dale Ballard,45,India,Life,Premium,5272223,Yes,1,Thyroid,76447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stephanie Hampton,58,India,Life,Premium,5845248,No,0,None,67220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Miss Ann Giles DDS,22,India,Life,Premium,5928950,No,0,None,59289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Mitchell,41,India,Life,Premium,5643384,No,1,Asthma,79007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lauren Anthony,21,India,Life,Premium,5822398,No,1,Diabetes,75691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jackie Liu,43,India,Life,Premium,5581074,No,2,"Heart Condition, Hypertension",80925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Damon Ortiz,59,India,Life,Premium,5804422,No,1,Hypertension,84164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Gamble,59,India,Life,Premium,5504715,No,3,"Asthma, Heart Condition, Hypertension",82570,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kenneth Klein,21,India,Life,Premium,5197097,No,1,Diabetes,67562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Timothy Barnett,21,India,Life,Premium,5359613,Yes,1,Hypertension,72354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Paul Wilson,60,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3829,354626,14,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Glen Wood,42,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3243,337841,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Charles Schultz,54,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1501,136482,4,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Holly Farmer,27,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2871,217568,3,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ashley Hicks,33,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4414,408738,12,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tamara Davis,63,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3323,251789,3,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Scott Williams,49,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2113,192114,4,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mr. Andrew Foster,40,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1518,158138,9,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jesse Brown,22,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3185,331844,9,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lori HerNaNdez,29,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3707,343245,14,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stephanie Byrd,32,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4170,434445,8,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lisa Allen,51,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3808,396709,5,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Carolyn Miller,41,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1692,176320,7,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jeffrey Mills,21,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1480,154264,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stacy Rodriguez,30,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2244,145774,2,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jason Rhodes,66,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2137,222684,7,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Teresa Horton,18,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3897,360900,15,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amber Butler,51,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3438,358214,5,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Curtis Campbell,39,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4113,428472,5,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
David Jones,41,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1882,196129,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christine Bell,37,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3328,346701,7,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Adrian Dean,23,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1630,150993,14,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Bruce HerNaNdez,66,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4374,397685,4,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
April Randolph,21,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4721,421604,15,Car,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Abigail Shaffer,32,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3925,408944,8,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tamara Mcdonald,48,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1292,134634,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Anthony Simmons,40,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3281,341823,5,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Debra Davidson,56,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3623,377408,8,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joseph Watson,67,India,Vehicle,Basic,NaN,NaN,NaN,NaN,5368,497061,13,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cathy Bell,25,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1736,157837,4,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Derek Zuniga,24,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2653,245738,14,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Theodore Jones Jr.,49,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2133,138530,2,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kimberly Johnson,41,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2598,236213,4,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mercedes Miller,40,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3676,382941,7,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laura Sweeney,59,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2517,262199,7,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Charles,57,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2620,242676,15,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kimberly Nelson,53,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2946,306963,7,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amy Rowe,34,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4173,434768,9,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Crystal HerNaNdez,48,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4389,457272,9,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rhonda Gutierrez,67,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1484,137426,15,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dennis Henderson,37,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3182,294719,14,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
William Baker,49,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2290,212065,12,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Connor West,21,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4625,481793,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Yolanda Garrett,38,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2345,244349,5,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Richard Smith,19,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3165,287782,4,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brian Chen,26,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2131,221988,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jacob Obrien,52,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1913,199331,6,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cody Smith,54,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4805,444940,15,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Cortez,32,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3323,302093,4,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jacob Williams,61,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3370,351145,6,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Samantha Prince,52,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4277,396049,11,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Green,36,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2882,300280,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alexis Rodriguez,42,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3348,348821,8,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Casey Campbell,37,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4715,491197,7,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jonathan York,28,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3337,309057,15,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amy Kennedy,33,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4614,480632,5,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Melissa Mann,40,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3000,312573,6,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Destiny Obrien,23,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4350,453211,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Smith,68,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2470,257304,8,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
William Prince PhD,35,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2137,194313,4,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pamela Weaver,29,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3093,322268,6,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Thompson,23,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4048,421736,9,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laura Bush,58,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3869,403112,5,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joanna Kelly,50,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3848,400923,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Duncan,70,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1475,153729,7,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michelle Walls,19,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3100,176193,1,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tracy Chavez,53,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4380,405558,13,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patricia Hayes,35,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2685,279756,9,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Paul Johnson,36,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2972,193022,2,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Thomas Short,58,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3139,327029,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Janice FerNaNdez,34,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3277,303440,14,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Samantha Zavala MD,65,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4475,399627,14,Car,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jessica Garcia,66,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3239,299970,12,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sandra Torres,41,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4682,433576,11,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christine Wright,45,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4754,475442,9,Car,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stephen Mckee,28,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4203,389239,13,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jerry Jensen,41,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2083,217076,9,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Theresa Torres,63,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2646,245059,11,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Sloan,38,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3228,336268,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Dixon,51,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3078,285020,11,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Margaret Erickson,52,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2831,214497,3,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Houston,59,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1725,156848,4,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Anna Briggs,69,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4225,440182,5,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brittany Davis,34,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1666,126256,3,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dennis Mills,62,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2623,273331,7,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nathan Wilson,40,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2446,254849,5,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mason Moore,49,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3507,265707,3,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ernest Bush,60,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3131,177937,1,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rebekah Gregory,48,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1719,159211,13,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Zachary Jones,70,India,Vehicle,Basic,NaN,NaN,NaN,NaN,4072,354096,4,Car,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Timothy Monroe,50,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3067,319500,7,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dorothy Boyd,67,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3737,339802,4,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Glenn Gallegos,24,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1641,124379,3,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kara Sandoval,25,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2300,213030,14,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
April Davis,66,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3092,309214,10,Car,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Matthew Garcia MD,63,India,Vehicle,Basic,NaN,NaN,NaN,NaN,2109,159781,3,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mark Smith,43,India,Vehicle,Basic,NaN,NaN,NaN,NaN,3783,350295,12,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Terry Jones,54,India,Vehicle,Basic,NaN,NaN,NaN,NaN,1680,175090,10,Three Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
